"Commune","Cave coopérative","Qté tot livrée à la cave coop (hl)","Part Vins AOP rouge/rosé livrée (%)","Part Vins AOP blanc livrée (%)","Part Vins IGP rouge/rosé livrée (%)","Part Vins IGP blanc livrée (%)","Part Vins sans IG et autres rouge/rosé livrée (%)","Part Vins sans IG et autres blanc livrée (%)","code"
"30- CARDET","30-CAVE COOP DE CARDET","22802","0","0","83.4","14.8","0.4","1.4","30"
"30- CAVILLARGUES","30-CAVE COOP DE CAVILLARGUES","16870","65.9","0.7","24.2","5.2","4","0","30"
"30- BRIGNON","30-CAVE COOP DE BRIGNON MOUSSAC","40711","0","0","75.6","17.9","5.3","1.2","30"
"30- JONQUIERES-SAINT-VINCENT","30-LES VIGNERONS CREATEURS SCA","79769","21.3","1.4","64.4","11.2","1","0.6","30"
"30- FONS","30-FONS OUTRE GARDON SCV","19535","0","0","80.7","10.2","6.7","2.4","30"
"30- SAINT-JULIEN-DE-PEYROLAS","30-CAVE COOP ST JULIEN DE PEYROLA","11106","65.8","0.3","26.1","3.2","4.5","0.2","30"
"30- LEDENON","30-LEDENON CAVE COOPERATIVE","15638","0","0","48.2","32.1","19.7","0","30"
"30- CORCONNE","30-CORCONNE CAVE COOPERATIVE","35227","22.4","1.3","54.1","10.5","10.5","1.2","30"
"30- SAINT-ETIENNE-DES-SORTS","30-CAVE COOP SAINT ETIENNE DES S","9377","86.2","3","10.8","0","0","0","30"
"30- SAINT-MAURICE-DE-CAZEVIEILLE","30-CAVE COOP DE ST MAURICE DE CAZ","109129","0","0","80","19.1","0.1","0.8","30"
"30- GAUJAC","30-CAVE COOP DE GAUJAC","7469","76.7","0.6","20.6","0","0","2.1","30"
"30- SAINT-MARCEL-DE-CAREIRET","30-CAVE COOP ST MARCEL DE CARREIR","9952","83.7","4.9","8.8","0","2.6","0","30"
"30- VENEJAN","30-CAVE COOP VENEJAN","6710","80.2","2.6","17.2","0","0","0","30"
"30- SOMMIERES","30-SOMMIERES(CAVE COOP SCA)","40419","3.8","0.2","74.9","19.8","1.2","0.1","30"
"30- ARAMON","30-CAVE COOP D'ARAMON","29422","30.3","0","43.4","1.8","23.8","0.8","30"
"30- FOURNES","30-CAVE COOP DE FOURNES","20024","78.9","4.4","9.7","6.6","0.5","0","30"
"30- SOUVIGNARGUES","30-SOUVIGNARGUES (CAVE COOP)","41205","0.9","0","81","11.8","4.9","1.5","30"
"30- SAINT-SIFFRET","30-CAVE COOP DE ST SIFFRET","8049","1.4","0.2","82.4","10.6","5.4","0","30"
"30- BOURDIC","30-BOURDIC ( CAVE COOPERATIVE )*","112280","1.6","0.4","76.2","20.6","1.2","0.1","30"
"30- FOISSAC","30-CAVE COOP DE FOISSAC","35452","0.6","0","76.7","21","1.7","0","30"
"30- SAINT-LAURENT-DE-CARNOLS","30-CAVE COOP SAINT LAURENT DE C","17458","85","0.3","14.3","0.4","0","0","30"
"30- LEDIGNAN","30-CAVE COOP DE LEDIGNAN","35864","0","0","65.6","30.7","3","0.7","30"
"30- PUJAUT","30-CAVE COOPERATIVE DE PUJAUT","33541","15.8","1.8","65.5","16.4","0.5","0","30"
"30- MOULEZAN","30-MOULEZAN CAVE COOPERATIVE","42658","0.2","0","77.8","21.7","0","0.3","30"
"30- SAINT-CLEMENT","30-LES TERRASSES DU VIDOURLE SCA","48694","0.2","0","75","20.1","4.4","0.3","30"
"30- SAINT-GENIES-DE-MALGOIRES","30-CAVE COOP DE ST GENIES DE MALG","66042","0","0","79.4","15.8","2.9","1.9","30"
"30- MONTAREN-ET-SAINT-MEDIERS","30-CAVE COOP DE MONTAREN","13080","1.4","0.2","83.5","14.4","0.4","0","30"
"30- ESTEZARGUES","30-CAVE COOP D'ESTEZARGUES *","21480","88.2","2.9","8.4","0","0.5","0","30"
"30- SAINT-JEAN-DE-SERRES","30-CAVE COOP DE ST JEAN DE SERRES","20759","0.7","0","49.8","49","0","0.5","30"
"30- SAINT-DEZERY","30-CAVE COOP DE ST DEZERY","42580","0.1","0.1","72.4","21","2.3","4.1","30"
"30- VERGEZE","30-VERGEZE(CAVE COOPERATIVE SCA)","65004","1.2","0","59.3","21.7","17.2","0.7","30"
"30- TAVEL","30-CAVE COOP DE TAVEL","21936","86.5","1.9","5.7","0.1","5.7","0","30"
"30- SAINT-PAULET-DE-CAISSON","30-CAVE ST PAULET DE CAISSON","11449","39.6","5.1","45.4","9.4","0.5","0","30"
"30- CRUVIERS-LASCOURS","30-CAVE COOP DE CRUVIERS LASCOURS","41762","0","0","73.2","24.9","1.6","0.3","30"
"30- MARGUERITTES","30-MARGUERITTES CAVE COOPERATIVE","24063","2.8","0","89.4","7.1","0.7","0","30"
"30- CORNILLON","30-CAVE COOP DE ST GELY CORNILLON","21018","42.5","0.9","40.6","13.3","2.7","0.1","30"
"30- ROQUEMAURE","30-CAVE COOP DE ROQUEMAURE","18084","40.8","2.8","48.8","6.2","0","1.3","30"
"30- GENERAC","30-VIGNERONS PROPRIETES ASSOCIES","209759","21.5","1.6","57.6","10.1","7.3","1.8","30"
"30- AIGUES-MORTES","30-AIGUES MORTES SABLEDOC","58024","0","0","77.7","5.2","15.4","1.7","30"
"30- POMPIGNAN","30-POMPIGNAN CAVE COOPERATIVE","11672","0","0","92.9","6.1","0.2","0.7","30"
"30- SAINT-GERVAIS","30-CAVE COOP SAINT GERVAIS","13420","57.3","1.5","32.2","6.7","2.2","0","30"
"30- BOUILLARGUES","30-BOUILLARGUES CAVE COOP. SCA","19661","8.3","0.4","76.5","11.9","2.9","0","30"
"30- REDESSAN","30-REDESSAN CAVE COOPERATIVE SCA","30145","16","0.6","65.3","12.8","5.4","0","30"
"30- MEYNES","30-CAVE DE MEYNES","14561","50.8","2.1","31","4.9","6.9","4.2","30"
"30- SABRAN","30-CAVE COOP SABRAN CARMES DONNAT","7563","70.6","1.6","21.4","0","6.4","0","30"
"30- VAUVERT","30-VAUVERT COOP","46590","20.8","0.9","34.1","21.6","13","9.7","30"
"31- FRONTON","31-CAVE COOPERATIVE DE FRONTON","42204","50.2","0","49.6","0","0.2","0","31"
"32- SAINT-MONT","32-VIGNERONS DU SAINT MONT SCA","116221","24.6","6.8","16.4","50.6","1.3","0.2","32"
"32- VIC-FEZENSAC","32-VIVADOUR CAVE (SCA)","77052","0","0","8.5","82","2.3","7.1","32"
"32- PANJAS","32-LES VIGNERONS DU GERLAND","160127","0","0","6.3","77","0","16.7","32"
"32- CONDOM","32-VAL DE GASCOGNE","101931","0.1","0.1","24.8","69.1","0.5","5.4","32"
"32- NOGARO","32-CAVE COOP NOGARO","61710","0.5","0.7","3.5","75","3.3","17","32"
"33- MARCILLAC","33-LES VIGNERONS DE TUTIAC","162062","80.4","16.3","0","0","0.9","2.5","33"
"33- SAINT-EMILION","33-CAVE COOP DE ST EMILION","23412","100","0","0","0","0","0","33"
"33- GAILLAN-EN-MEDOC","33-UNI MEDOC CAVE COOP","41006","99.7","0","0","0","0.3","0","33"
"33- RUCH","33-CAVE COOPERATIVE RUCH","21639","85.8","14","0","0","0.2","0","33"
"33- LISTRAC-MEDOC","33-COOP VINIFI LISTRAC-MEDOC","4529","100","0","0","0","0","0","33"
"33- MONTAGNE","33-CAVE COOP MONTAGNE ST EMILION","2797","99.1","0","0.4","0","0.6","0","33"
"33- MONSEGUR","33-SCA VIGNERONS REUNIS DE MONSEG","52875","91.6","7.9","0","0","0.4","0.1","33"
"33-LES LEVES-ET-THOUMEYRAGUES","33-STE COOP AGRICOLE UNIVITIS","66741","73.5","26.3","0","0","0","0.2","33"
"33- SAINT-PEY-DE-CASTETS","33-VIGNERONS ST PEY GENISSAC SCA","42510","86.9","13","0","0","0","0","33"
"33- SAUVETERRE-DE-GUYENNE","33-CAVE DE SAUVETERRE BLASIMON","102620","70.5","28.7","0.5","0","0.1","0.2","33"
"33- ESPIET","33-CAVE COOP INTERCOM D'ESPIET","18506","70","29.9","0","0","0","0","33"
"33- PUISSEGUIN","33-VIGNERONS DE PUISSEGUIN LUSSAC","34773","99.9","0","0","0","0.1","0","33"
"33- SAINT-SEURIN-DE-CADOURNE","33-COOP VINIFI ST SEURIN DE CADOU","2282","100","0","0","0","0","0","33"
"33- CREON","33-COOP VINIFI CREON","4088","73.6","25.7","0","0","0.1","0.6","33"
"33- MESTERRIEUX","33-CAVE COOP DE MESTERRIEUX","44177","85","14.9","0","0","0","0.1","33"
"33- TAURIAC","33-ALLIANCE BOURG SCV","25006","99","0.8","0","0","0.2","0","33"
"33- MARANSIN","33-COTEAUX DE L ISLE (SCA LES VIG","8980","96.2","3.8","0","0","0","0","33"
"33- SAINT-ESTEPHE","33-ST ESTEPHE & VERTHEUIL (COOP)","2945","100","0","0","0","0","0","33"
"33- SAINT-PIERRE-D'AURILLAC","33-CAVE SAINT PIERRE D AURILLAC","10587","83.9","15.8","0","0","0.2","0","33"
"33- QUINSAC","33-COOP VINIFI QUINSAC","7975","95.2","4.5","0","0","0.2","0","33"
"33- SAINT-SAUVEUR","33-COOP VINIFI ST SAUVEUR","790","100","0","0","0","0","0","33"
"33- NERIGEAN","33-CAVE COOP VINICOLE DE NERIGEAN","11664","96.1","3.9","0","0","0","0","33"
"33- GAURIAC","33-CAVE COOPERATIVE DU BOURGEAIS","2592","98.8","0","0","0","1","0.2","33"
"33- SAINTE-RADEGONDE","33-CAVE COOP STE RADEGONDE","18027","80.2","19.8","0","0","0","0","33"
"33- LANGOIRAN","33-CAVE DE LANGOIRAN","5513","75.7","23.6","0","0","0.2","0.5","33"
"33- GIRONDE-SUR-DROPT","33-LA GIRONDAISE (SCV)","18707","81.3","18","0","0","0.4","0.4","33"
"33- FLAUJAGUES","33-COOP DE JUILLAC ET FLAUJAGUES","14042","93","6.4","0","0","0.2","0.4","33"
"33- LANDERROUAT","33-VIGNERONS LANDERROUAT DURAS SC","104109","62.3","25.1","6.2","6.1","0.1","0.2","33"
"33- PAUILLAC","33-COOP VINIFI PAUILLAC","1010","100","0","0","0","0","0","33"
"33- LUGON-ET-L'ILE-DU-CARNAY","33-CAVE COOP VINICOLE DE LUGON","22721","98.6","0.9","0","0","0.5","0","33"
"33- SAINT-YZANS-DE-MEDOC","33-COOP VINIFI ST YZANS-MEDOC","5770","98.4","0","0","0","1.6","0","33"
"33- RAUZAN","33-RAUZAN AMP GRANGENEUVE U D P","116555","77.4","22.3","0","0","0.2","0","33"
"33- CARS","33-COOP VINIFI BLAYAIS CARS","6953","93.4","6.6","0","0","0","0","33"
"33- CUSSAC-FORT-MEDOC","33-SCA CUSSAC FORT MEDOC","1401","100","0","0","0","0","0","33"
"34- CRUZY","34-CAVE CRUZY-MONTOULIERS-CEBAZAN","136049","8.6","0","60.1","17.8","13.5","0","34"
"34- GIGNAC","34-CAVE COOP GIGNAC","47465","2.2","0","82.3","8.3","7.2","0","34"
"34- FLORENSAC","34-CAVE COOP FLORENSAC","67737","0","2.9","26.6","59.2","5.9","5.4","34"
"34-LE POUGET","34-CAVE COOP LE POUGET","111461","0","0","50.2","15.2","23.9","10.8","34"
"34- CORNEILHAN","34-CAVE COOP CORNEILHAN","123830","1","0","63.4","13.7","20.2","1.7","34"
"34- PIGNAN","34-CAVE COOPERATIVE DE PIGNAN","17154","0.5","0","64.7","26.2","8","0.6","34"
"34- SAINT-SATURNIN-DE-LUCIAN","34-CAVE COOP ST SATURNIN","43036","31.2","0.2","54.6","8.6","5.3","0","34"
"34- POMEROLS","34-CAVE COOP POMEROLS","127094","0.3","17.3","36.5","30.6","6.8","8.6","34"
"34- GALARGUES","34-CAVE COOP BUZIGNARGUES-GALARGU","54740","0","0","79.2","10.6","7.7","2.6","34"
"34- BESSAN","34-CAVE COOP BESSAN","36049","0","0","47.5","42.4","9.2","0.9","34"
"34- MURVIEL-LES-BEZIERS","34-CAVE COOP MURVIEL LES BEZIERS","41350","20.4","0.6","61.6","13.7","2.9","0.8","34"
"34- FONTES","34-CAVE COOP FONTES","63098","10.7","1.3","52.9","23.5","11.7","0","34"
"34- SAINT-MATHIEU-DE-TREVIERS","34-CAVE COOP LES COTEAUX DU PIC","53114","27.5","0.1","54.1","4.9","13.4","0","34"
"34- ASSAS","34-CAVE COOPERATIVE D ASSAS","44826","15.3","0.4","58.2","14.4","11.7","0","34"
"34- MONTAGNAC","34-CAVE COOP MONTAGNAC","140905","0.4","4.1","66.9","16.5","9.5","2.6","34"
"34- SAINT-JEAN-DE-FOS","34-CAVE COOP ST JEAN DE FOS","20638","0","0","79.3","6","13.4","1.4","34"
"34- MONTPEYROUX","34-CAVE COOP MONTPEYROUX","29602","42.2","1.2","45","2.5","7.7","1.4","34"
"34- SAINT-JEAN-DE-MINERVOIS","34-CAVE COOP ST JEAN MINERVOIS","3813","9.9","11.9","24.7","7.1","40.4","6","34"
"34- MARSEILLAN","34-CAVE COOP MARSEILLAN","103450","0","0","31.3","58.4","3.9","6.4","34"
"34- PRADES-LE-LEZ","34-CAVE COOPERATIVE PRADES LE LEZ","19454","0","0","52","39.9","6.4","1.7","34"
"34- ROQUEBRUN","34-CAVE COOP ROQUEBRUN","24911","75","4.6","19","1.1","0","0.1","34"
"34- CLERMONT-L'HERAULT","34-CAVE COOP CLERMONT HERAULT","39368","0.4","0","79.3","8.2","8.4","3.7","34"
"34- BERLOU","34-CAVE COOP BERLOU","9005","85","3.2","10","0.6","1.2","0","34"
"34- MONTBLANC","34-CAVE COOP MONTBLANC","122344","0","0","61.3","12.5","21.7","4.6","34"
"34- SERVIAN","34-CAVE COOP SERVIAN","224241","0.1","0","68","16","15.4","0.5","34"
"34- CABRIERES","34-CAVE COOP CABRIERES","16322","66.5","11.1","14.6","5.1","2.1","0.5","34"
"34- OLONZAC","34-CAVE COOP OLONZAC","98234","1.1","0","73.3","14","9.1","2.5","34"
"34- SAINT-GENIES-DE-FONTEDIT","34-CAVE COOP ST GENIES DE FONTEDI","30502","0","0","76.3","19.8","3.9","0","34"
"34- CESSENON-SUR-ORB","34-CAVE COOP CESSENON","43837","8.5","0","60","4.2","27.3","0","34"
"34- QUARANTE","34-CAVE COOP QUARANTE","41622","7.7","0","68.9","15.2","6.3","1.9","34"
"34- SERIGNAN","34-CAVE COOP SERIGNAN","83465","0.6","0","58.9","20.1","14.2","6.2","34"
"34- FRONTIGNAN","34-CAVE COOPERATIVE FRONTIGNAN","14547","0","80.3","3.3","11.2","0.8","4.6","34"
"34- SAINT-PARGOIRE","34-LES VIGNERONS DE SOUBERGUES","84058","1.9","0","73.5","11.4","13.2","0","34"
"34- LIEURAN-LES-BEZIERS","34-CAVE COOP LIEURAN LES BEZIERS","57007","0","0","66.6","24.1","9.3","0","34"
"34- ALIGNAN-DU-VENT","34-CAVE COOP ALIGNAN DU VENT","54321","4.5","0.2","59.4","31.4","3.5","0.9","34"
"34- FAUGERES","34-CAVE COOP FAUGERES","41702","92.4","1.8","4.9","0.2","0.8","0","34"
"34- SAINT-GEORGES-D'ORQUES","34-CAVE COOP ST GEORGES D ORQUES","32953","11.9","0.8","65.6","16.4","5.4","0","34"
"34- SAINT-CHINIAN","34-CAVE COOP SAINT CHINIAN","29672","67.1","1.6","21.9","3","5.3","1.1","34"
"34- PUIMISSON","34-CAVE COOP PUIMISSON","16183","0","0","72.5","26.4","1.1","0","34"
"34- ABEILHAN","34-CAVE COOP ABEILHAN","140619","0.6","0","70.4","25.2","2.8","1","34"
"34- VENDARGUES","34-CAVE COOPERATIVE VENDARGUES","63552","0.1","0","79","13.4","7.4","0.1","34"
"34- PUILACHER","34-CAVE COOP PUILACHER","220241","0.6","0.3","65.9","22","10.2","1.1","34"
"34- MONTAUD","34-CELLIERS DU VAL DES PINS COOP","42850","2.9","0.6","73.3","16.4","1.7","5","34"
"34- SAINT-CHRISTOL","34-CAVE COOPERATIVE ST CHRISTOL","15868","32.8","0","42.9","9.7","14.6","0","34"
"34- SAINT-GENIES-DES-MOURGUES","34-COOP COTEAUX DE MONTPELLIER","70373","0","0","74.7","13.5","11.8","0","34"
"34- VERARGUES","34-CAVE COOPERATIVE DE VERARGUES","11156","0","29.6","0","70.1","0","0.3","34"
"34- PEZENAS","34-CAVE COOP PEZENAS UNION","55326","0.5","0","70.7","12.4","14.3","2.1","34"
"34- HEREPIAN","34-CAVE COOP HEREPIAN","17953","0","0","76.3","21.1","2.1","0.6","34"
"34- COURNONSEC","34-SCAV TERROIRS VOIE DOMITIENNE","81775","0","0","42.6","4.2","50.3","2.9","34"
"34- CERS","34-CAVE COOP CERS-PORTIRAGNES","86821","0","0","67","26.3","5.7","1","34"
"34- VIAS","34-CAVE COOPERATIVE VIAS","9501","0","0","51","12.7","21.7","14.6","34"
"34- SAINT-BAUZILLE-DE-LA-SYLVE","34-CAVE COOP SAINT-BAUZILLE","67108","2.1","0","71","13.9","10.8","2.2","34"
"34- MIREVAL","34-CAVE COOPERATIVE DE MIREVAL","3640","0","37.5","0","62.5","0","0","34"
"34- PINET","34-CAVE COOP PINET","145473","3.9","20.4","53","16.2","3.5","3","34"
"34- SAINT-FELIX-DE-LODEZ","34-CAVE COOP ST FELIX-ST JEAN","41615","25.7","2.4","44","5.7","17.5","4.6","34"
"34- LANSARGUES","34-CAVE COOP DE LANSARGUES","97","0","0","0","0","100","0","34"
"34- ADISSAN","34-CAVE COOP ADISSAN","40167","4.9","6.4","65.8","8.8","9.9","4.2","34"
"34- MARAUSSAN","34-CAVE COOP V.P.E.","283882","2.5","0.4","62.3","26.2","7.6","1","34"
"34- PEGAIROLLES-DE-L'ESCALETTE","34-CAVE COOP PEGAIROLLES","3586","7.2","0.1","87.7","0","4.1","0.9","34"
"37- BLERE","37-SCA CELLIER DU BEAUJARDIN","10991","69.9","22.3","4.4","0.2","0.6","2.6","37"
"37- RESTIGNE","37-CAVE DES VINS DE BOURGUEIL","11838","100","0","0","0","0","0","37"
"37- LIMERAY","37-CELLIER LEONARD DE VINCI COOP","8500","41.6","46.6","0","0","9.2","2.6","37"
"37- FRANCUEIL","37-LA GOURMANDIERE CAVE COOP","11734","55.5","43.8","0.2","0","0","0.4","37"
"37- VOUVRAY","37-CAVE COOP PRODUCTEURS VOUVRAY","68","0","100","0","0","0","0","37"
"39- VOITEUR","39-FRUITIERE VINICOLE DE VOITEUR","2439","12.3","87.7","0","0","0","0","39"
"39- ARBOIS","39-FRUITIERE VINICOLE D'ARBOIS","8166","28.1","71.9","0","0","0","0","39"
"39-LE VERNOIS","39-CAVEAU DES BYARDS","1462","13.5","86.5","0","0","0","0","39"
"39- PUPILLIN","39-FRUITIERE VINICOLE DE PUPILLIN","2152","45","55","0","0","0","0","39"
"40- GEAUNE","40-VIGNERONS LANDAIS TURSAN","17995","44","10.2","27.1","18.6","0.2","0","40"
"41- SAINT-ROMAIN-SUR-CHER","41-CAVE COOP DE ST ROMAIN S/CHER","12920","27.7","57.9","5.4","8.9","0","0","41"
"41- VILLIERS-SUR-LOIR","41-CAVE COOP DU VENDOMOIS","7256","44.5","6.6","26.1","10.5","12.4","0","41"
"41- OISLY","41-CONFRERIE VIGNERONS OISLYTHESE","9953","19.1","74.3","1","2.8","2.1","0.7","41"
"41- MONT-PRES-CHAMBORD","41-CAVE COOP DE MT PRES CHAMBORD","5804","38.7","54.8","0","3.3","3.2","0","41"
"44- ANCENIS","44-TERRENA.VIGNERONS DE LA NOELLE","37469","18","71.9","3.2","6","0.8","0.2","44"
"44-LE PALLET","44-SCV.VIGNERONS DU PALLET","1419","0","100","0","0","0","0","44"
"46- ROCAMADOUR","46-SCA VIGNERONS DE ROC AMADOUR","189","0","0","93.8","0","6.3","0","46"
"46- GLANES","46-S.C.VITI.VIGNERONS HAUT QUERCY","1053","0","0","91.1","8.9","0","0","46"
"46- PARNAC","46-LES COTES D OLT C","29577","76.7","0","23.3","0","0","0","46"
"47- BUZET-SUR-BAISE","47-CAVE DES VIGNERONS DE BUZET","81385","92.1","5.6","0.4","0","1.9","0","47"
"47- MONFLANQUIN","47-CAVE COOP DE MONFLANQUIN","4587","0","0","84.5","7.6","6.7","1.2","47"
"47- POUDENAS","47-CAVE COOP DU MEZINAIS","18720","0.1","0","14.5","85","0","0.5","47"
"47- COCUMONT","47-CAVE DU MARMANDAIS","33687","95.6","1.8","2.5","0.1","0","0","47"
"47- THEZAC","47-CAVE DES VIGNERONS DE THEZAC","1089","0","0","97.7","2.3","0","0","47"
"49- SAINT-CYR-EN-BOURG","49-CAVE DES VIGNERONS DE SAUMUR","91041","67.6","32.2","0","0.1","0","0.2","49"
"49- BRISSAC-QUINCE","49-LES CAVES DE LA LOIRE","93494","77.1","18.9","0","3.9","0","0.1","49"
"64- GAN","64-CAVE COOPERATIVE DE JURANCON","28483","19.5","80","0","0","0.2","0.3","64"
"64- SAINT-ETIENNE-DE-BAIGORRY","64-CAVE D'IROULEGUY","4064","84.1","10.7","0","0","5.1","0","64"
"64- CROUSEILLES","64-SCA VIGNERONS DU MADIRAN","36002","74.4","13.9","11.5","0.1","0","0","64"
"66- TREVILLACH","66-VIGNERONS COTEAUX TET FENOUILL","4030","51.9","4.5","27.2","4","12.3","0","66"
"66- PASSA","66-SCA DES VIGNERONS DE PASSA","21644","52.5","17.2","15.3","5.6","0","9.4","66"
"66- BANYULS-SUR-MER","66-SCV L ETOILE","2350","82.8","15.9","1.3","0","0","0","66"
"66- ARGELES-SUR-MER","66-CAVE COOPERATIVE D'ARGELES/MER","3895","46.6","5.7","36.2","6.1","5.4","0","66"
"66- RIVESALTES","66-SCV VIGNOBLES DU RIVESALTAIS","89469","34.5","17","15.6","20","6.9","6.1","66"
"66- COLLIOURE","66-LE DOMINICAIN (SCV)","2459","86.8","13.2","0","0","0","0","66"
"66- TROUILLAS","66-SCV COOP VIGNOBLE SUD ROUSSILL","23751","51.2","10.6","27.9","5.6","4.6","0","66"
"66- TAUTAVEL","66-LES VIGNERONS TAUTAVEL VINGRAU","24110","48.8","14.8","27.5","5.7","1.7","1.4","66"
"66- CABESTANY","66-SCV C.A.V.E.S","16237","23.6","5.2","56.2","6.6","6.8","1.6","66"
"66- TERRATS","66-SCV LES VIGNERONS DE CONSTANCE","27252","41.1","9.2","42.5","7.2","0","0","66"
"66- CALCE","66-SCV COOP VINICOLE DE CALCE","6479","30.5","36.7","6.5","26.3","0.2","0","66"
"66- VINCA","66-SCV VIGNERONS EN TERRE ROMANE","9010","66.4","3.4","20.8","9.3","0","0","66"
"66- LATOUR-DE-FRANCE","66-SCV LES VIGNERONS DE LATOUR DE","8284","58.2","13","22.9","6","0","0","66"
"66- RASIGUERES","66-SCV LES VIGNERONS DE TREMOINE","18035","83.1","10.8","3.9","2.2","0","0","66"
"66- MILLAS","66-SCV LES VIGNERONS DE FORCA-REA","3786","46.2","14.5","13.6","8.5","17.3","0","66"
"66- SALEILLES","66-SCV COOP VINICOLE SALEILLES","4632","37.4","15.4","37.3","10","0","0","66"
"66- POLLESTRES","66-SCV VIGNOBLE DU HAUT ROUSSILLO","32808","40.5","11.5","27.4","16.3","1.9","2.5","66"
"66- SAINT-GENIS-DES-FONTAINES","66-SCV DES ALBERES ST GENIS","17680","36","7.7","34.3","21.7","0.2","0","66"
"66- CARAMANY","66-SCV COOP VINICOLE CARAMANY","7027","60.4","1","36.2","2.5","0","0","66"
"66- CASES-DE-PENE","66-SCV DE L AGLY CASES DE PENES","15846","29.4","20.6","27.2","20.4","2.5","0","66"
"66-LE BOULOU","66-SCV LES VIGNERONS DU VALLESPIR","10415","43.2","11","42.8","3.1","0","0","66"
"66- ESTAGEL","66-LES VIGNERONS COTES D AGLY SCV","26936","58.6","15.4","17.7","6.3","2","0","66"
"66- SAINT-HIPPOLYTE","66-SCV COOP VINICOLE ST HIPPOLYTE","6604","34","9.7","38.5","15.6","2.2","0","66"
"66- BAIXAS","66-SCV LES VIGNERONS DE BAIXAS","82595","36.2","18.7","20.2","24.8","0","0","66"
"66- MAURY","66-LES VIGNERONS DE MAURY","16499","19.2","10.6","68.1","0.5","0","1.5","66"
"66- BANYULS-SUR-MER","66-GICB COOP","22385","81.7","16.7","0.4","0","1.3","0","66"
"67- ORSCHWILLER","67-COOP.VINICOLE D ORSCHWILLER","9374","6.1","93.4","0","0","0","0.5","67"
"67- CLEEBOURG","67-CAVE VINICOLE DE CLEEBOURG","13715","7.3","91.8","0","0","0","0.9","67"
"67- TRAENHEIM","67-COOP VINICOLE TRAENHEIM","68091","7.4","91.3","0","0","0","1.3","67"
"68- EGUISHEIM","68-CAVE VINICOLE WOLFBERGER SARL","77984","7.9","89.9","0","0","0","2.2","68"
"68- RIBEAUVILLE","68-CAVE VINICOLE DE RIBEAUVILLE","16187","8.1","91.2","0","0","0","0.7","68"
"68- SOULTZ-HAUT-RHIN","68-CAVE VINICOLE DU VIEIL ARMAND","8773","16","83.1","0","0","0","0.9","68"
"68- TURCKHEIM","68-CAVE VINICOLE DE TURCKHEIM","23948","8.8","90.8","0","0","0","0.4","68"
"68- PFAFFENHEIM","68-CAVE VINICOLE DE PFAFFENHEIM","19077","8.5","91.3","0","0","0","0.2","68"
"68- HUNAWIHR","68-CAVE VINICOLE DE HUNAWIHR","11729","8.8","90.7","0","0","0","0.5","68"
"68- INGERSHEIM","68-CAVE VINICOLE D'INGERSHEIM","21460","5.7","93.8","0","0","0","0.5","68"
"68- BEBLENHEIM","68-CAVE VINICOLE DE BEBLENHEIM","23754","4.7","95","0","0","0","0.4","68"
"68- KIENTZHEIM","68-CAVE VINI KIENTZHEIM/KAYSERSB.","9672","6.1","93.2","0","0","0","0.7","68"
"69- SAIN-BEL","69-CAVE DES COTEAUX DU LYONNAIS","8011","85.4","6.6","0","0","7.6","0.4","69"
"69-LE PERREON","69-CAVE DU CHATEAU LES LOGES","18356","98.5","1.4","0","0","0.1","0","69"
"69- CHENAS","69-CAVE DU CHATEAU DE CHENAS","10099","99.4","0.6","0","0","0","0","69"
"69- JULIENAS","69-CAVE DES GRANDS VINS DE JULIEN","11400","80.8","19.2","0","0","0","0","69"
"69- BULLY","69-SIGNE VIGNERONS","56640","87.3","12","0","0.3","0.4","0","69"
"69- SAINT-JULIEN","69-CAVE COOPERATIVE BEAUJOLAISE","11968","91.7","8.3","0","0","0","0","69"
"69- THEIZE","69-OEDORIA","46685","82.2","16.3","0.2","0","1.2","0","69"
"69-LE BOIS-D'OINGT","69-VIGNERONS DES PIERRES DOREES","29573","91.4","7.7","0","0","0.7","0.2","69"
"69- SAINT-JEAN-D'ARDIERES","69-CAVE DES VIGNERONS DE BEL AIR","28656","89.4","10.5","0","0","0","0.1","69"
"69- GLEIZE","69-COOP INTERCOMMUNALE GLEIZE","10193","89","10.4","0.4","0","0.2","0","69"
"69- SAINT-ETIENNE-DES-OULLIERES","69-CELLIER DES ST ETIENNE","18380","98.4","1.4","0.2","0","0","0","69"
"69- FLEURIE","69-CAVE GRANDS VINS DE FLEURIE","13429","99.2","0.1","0","0","0.7","0","69"
"71- BUXY","71-CAVE BUXY SAINT-GENGOUX","61053","29.1","70.9","0","0","0.1","0","71"
"71- BISSEY-SOUS-CRUCHAUD","71-CAVE BISSEY SOUS CRUCHAUD","4072","50.9","49.1","0","0","0","0","71"
"71- GENOUILLY","71-CAVE GENOUILLY","4507","41.2","58.3","0","0","0.2","0.3","71"
"71- MANCEY","71-CAVE MANCEY","7317","32.5","67.5","0","0","0.1","0","71"
"71- VIRE","71-CAVE VIRE","17369","0","99.9","0","0","0","0.1","71"
"71- AZE","71-CAVE AZE","16159","19.8","80.1","0","0","0","0.1","71"
"71- CLESSE","71-CAVE COOP LA VIGNE BLANCHE","6366","1.1","98.7","0","0","0","0.2","71"
"71- CHARNAY-LES-MACON","71-CAVE CHARNAY LES MACON","7262","19.5","80.2","0","0","0","0.3","71"
"71- VINZELLES","71-CAVE DES GRANDS CRUS","7264","8.6","91.4","0","0","0","0","71"
